"lang"
{
"Language"		"spanish"
"ror_itemDesc_white_tesla_trap"		"Probabilidad de aturdir al enemigo al golpear. Las acumulaciones aumentan la probabilidad."
"[english]ror_itemDesc_white_electrified_armor"		"Resist damage once. Recharges when out of danger. Stacks resistance."
"ror_itemDesc_white_electrified_armor"		"Resiste el daño una vez. Se recarga cuando está fuera de peligro. Las acumulaciones aumentan la resistencia."
"[english]ror_itemDesc_white_mines"		"Killed enemies ignite nearby enemies. Stacks range."
"ror_itemDesc_white_mines"		"Los enemigos asesinados incendian a los enemigos cercanos. Las acumulaciones aumentan el alcance."
"[english]ror_itemDesc_white_fist"		"Increased damage in close range. Stacks damage."
"ror_itemDesc_white_fist"		"Aumenta el daño a corta distancia. Las acumulaciones aumentan el daño."
"[english]ror_itemDesc_white_grenades"		"Chance to spawn a grenade on hit. Stacks chance."
"ror_itemDesc_white_grenades"		"Probabilidad de lanzar una granada al golpear. Las acumulaciones aumentan la probabilidad."
"[english]ror_itemDesc_white_night_vision"		"+10% CRIT chance. Stacks said effect."
"ror_itemDesc_white_night_vision"		"+10% de probabilidad de CRÍTICO. Las acumulaciones aumentan dicho efecto."
"[english]ror_itemDesc_white_smart_bomb"		"On stage start, equipments start with extra charges. Stacks number of extra charges."
"ror_itemDesc_white_smart_bomb"		"Al empezar la fase, las equipaciones empiezan con cargas extra. Las acumulaciones aumentan el número de cargas extra."
"[english]ror_itemDesc_white_gas_grenades"		"Heal when out of danger. Stacks heal amount."
"ror_itemDesc_white_gas_grenades"		"Te curas cuando estás fuera de peligro. Las acumulaciones aumentan la cantidad curada."
"[english]ror_itemDesc_white_blink"		"Upon being hit, chance to nullify taken damage. Stacks chance."
"ror_itemDesc_white_blink"		"Al ser golpeado, probabilidad de anular el daño recibido. Las acumulaciones aumentan la probabilidad."
"[english]ror_itemDesc_white_jump_jet"		"Increased damage against large aliens. Stacks damage."
"ror_itemDesc_white_jump_jet"		"Aumenta el daño contra alienígenas grandes. Las acumulaciones aumentan el daño."
"[english]ror_itemDesc_green_medkit"		"+5% CRIT chance. Heal on critial hit. Stacks heal amount."
"ror_itemDesc_green_medkit"		"+5% Probabilidad de CRÍTICO. Curación al golpe crítico. Las acumulaciones aumentan la cantidad curada."
"[english]ror_itemDesc_green_welder"		"Chance to drop bullet sentry on kill. Stacks chance."
"ror_itemDesc_green_welder"		"Probabilidad de soltar un centinela de balas al matar. Las acumulaciones aumentan la probabilidad."
"[english]ror_itemDesc_green_flares"		"Increased damage against burning enemies. Stacks damage."
"ror_itemDesc_green_flares"		"Aumenta el daño contra enemigos que estén ardiendo. Las acumulaciones aumentan el daño."
"[english]ror_itemDesc_green_laser_mines"		"Instantly kill elite enemies below a certain amount of health. Stacks threshold."
"ror_itemDesc_green_laser_mines"		"Mata al instante a los enemigos de élite que estén por debajo de cierta cantidad de salud. Las acumulaciones aumentan el umbral."
"[english]ror_itemDesc_green_normal_armor"		"Killing 4 enemies in 1 second provides +50% resistance and +80% damage. Stacks effect duration."
"ror_itemDesc_green_normal_armor"		"Matar a 4 enemigos en 1 segundo proporciona +50% de Resistencia y +80% de Daño. Las acumulaciones aumentan la duración del efecto."
"[english]ror_itemDesc_green_buff_grenade"		"+5% CRIT chance. Critical hits inherit 80% of the damage to target's nearby enemies. Stacks number of enemies that can be affected."
"ror_itemDesc_green_buff_grenade"		"+5% Probabilidad de CRÍTICO. Los golpes críticos propagan el 80% del daño a los enemigos cercanos del objetivo. Las acumulaciones aumentan el número de enemigos que pueden verse afectados."
"[english]ror_itemDesc_green_hornet_barrage"		"10% chance to fire a rocket on hit. Stacks rocket damage."
"ror_itemDesc_green_hornet_barrage"		"10% de probabilidad de disparar un cohete al golpear. Las acumulaciones aumentan el daño del cohete."
"[english]ror_itemDesc_green_freeze_grenades"		"When infested, freeze all nearby enemies. Stacks range."
"ror_itemDesc_green_freeze_grenades"		"Cuando estás infestado, congela a todos los enemigos cercanos. Las acumulaciones aumentan el alcance."
"[english]ror_itemDesc_green_stim"		"50% chance to heal on hit. Stacks heal amount."
"ror_itemDesc_green_stim"		"50% de probabilidad de curarte al golpear. Las acumulaciones aumentan la cantidad curada."
"[english]ror_itemDesc_green_tesla_trap"		"10% chance on hit to stun all enemies near target. Stacks range."
"ror_itemDesc_green_tesla_trap"		"10% de probabilidad de aturdir a todos los enemigos cercanos al objetivo al golpear. Las acumulaciones aumentan el alcance."
"[english]ror_itemDesc_green_electrified_armor"		"Deal damage to number of nearby enemies upon being hit. Stacks range and number of enemies that can be affected."
"ror_itemDesc_green_electrified_armor"		"Inflige daño a varios enemigos cercanos al ser golpeado. Las acumulaciones aumentan el alcance y número de enemigos afectados."
"[english]ror_itemDesc_green_mines"		"Falling below 25% health spawns a high damage incendiary grenade. Stacks cooldown reduction."
"ror_itemDesc_green_mines"		"Al caer por debajo del 25% de salud, aparece una granada incendiaria de gran daño. Las acumulaciones reducen el tiempo de espera."
"[english]ror_itemDesc_green_fist"		"Drain number of nearby enemies' health. Stacks number of enemies that can be affected."
"ror_itemDesc_green_fist"		"Drena la salud de los enemigos cercanos. Las acumulaciones aumentan el número de enemigos que pueden verse afectados."
"[english]ror_itemDesc_green_grenades"		"Killed enemies explode. Stacks range and damage."
"ror_itemDesc_green_grenades"		"Los enemigos asesinados explotan. Las acumulaciones aumentan el alcance y daño."
"[english]ror_itemDesc_green_night_vision"		"Dealing damage to enemies that are both stunned and burning marks them for death. Marked enemies receive +50% TOTAL damage. Stacks effect duration."
"ror_itemDesc_green_night_vision"		"Infligir daño a enemigos aturdidos Y en llamas los marca para la muerte. Los enemigos marcados reciben +50% de daño TOTAL. Las acumulaciones aumentan la duración del efecto."
"[english]ror_itemDesc_green_smart_bomb"		"Chance to drop ammo on kill. Stacks chance."
"ror_itemDesc_green_smart_bomb"		"Posibilidad de soltar munición al matar. Las acumulaciones aumentan la probabilidad."
"[english]ror_itemDesc_green_gas_grenades"		"Heal all nearby teammates during hack. Stacks heal amount."
"ror_itemDesc_green_gas_grenades"		"Cura a todos los compañeros cercanos durante el hackeo. Las acumulaciones aumentan la cantidad curada."
"[english]ror_itemDesc_green_blink"		"Falling below 25% health freezes all nearby enemies. Stacks range and cooldown reduction."
"ror_itemDesc_green_blink"		"Al caer por debajo del 25% de salud, congela a todos los enemigos cercanos. Las acumulaciones aumentan alcance y reducen el tiempo de espera."
"[english]ror_itemDesc_green_jump_jet"		"Increased damage when out of danger. Stacks damage."
"ror_itemDesc_green_jump_jet"		"Aumenta el daño cuando estás fuera de peligro. Las acumulaciones aumentan el daño."
"[english]ror_itemDesc_red_medkit"		"Falling below 25% health heals 75% of maximum health. Stacks cooldown reduction."
"ror_itemDesc_red_medkit"		"Al caer por debajo del 25% de salud, te curas el 75% de la salud máxima. Las acumulaciones reducen el tiempo de espera."
"[english]ror_itemDesc_red_welder"		"Chance on hit to hook target's nearby enemies. Stacks chance and number of enemies that can be affected."
"ror_itemDesc_red_welder"		"Probabilidad de enganchar a los enemigos cercanos del objetivo al golpear. Las acumulaciones aumentan la probabilidad y el número de enemigos que pueden verse afectados."
"[english]ror_itemDesc_red_flares"		"Ignite and stun all nearby enemies during hack. Stacks range."
"ror_itemDesc_red_flares"		"Incendia y aturde a todos los enemigos cercanos durante el hackeo. Las acumulaciones aumentan el alcance."
"[english]ror_itemDesc_red_laser_mines"		"Chance to cause large damage within a small area on hit. Stacks damage."
"ror_itemDesc_red_laser_mines"		"Probabilidad de causar un gran daño dentro de un área pequeña al golpear. Las acumulaciones aumentan el daño."
"[english]ror_itemDesc_red_normal_armor"		"Elite kills grant +80% resistance and +100% CRIT chance. Stacks effect duration."
"ror_itemDesc_red_normal_armor"		"Los asesinatos de enemigos de élite otorgan +80% de resistencia y +100% de probabilidad de CRÍTICO. Las acumulaciones aumentan la duración del efecto."
"[english]ror_itemDesc_red_buff_grenade"		"Increase critical damage by 100%. Stacks said effect."
"ror_itemDesc_red_buff_grenade"		"Aumenta el daño CRÍTICO un 100%. Las acumulaciones aumentan dicho efecto."
"[english]ror_itemDesc_red_hornet_barrage"		"Kills spawn rockets. Stacks rocket damage."
"ror_itemDesc_red_hornet_barrage"		"Los asesinatos generan cohetes. Las acumulaciones aumentan el daño de los cohetes."
"[english]ror_itemDesc_red_freeze_grenades"		"Nearby frozen enemies take damage. Stacks range."
"ror_itemDesc_red_freeze_grenades"		"Los enemigos congelados cercanos reciben daño. Las acumulaciones aumentan el alcance."
"[english]ror_itemDesc_red_stim"		"Chance to drop a healing beacon on kill. Stacks beacon range."
"ror_itemDesc_red_stim"		"Posibilidad de soltar una baliza de curación al matar. Las acumulaciones aumentan el alcance de la baliza."
"[english]ror_itemDesc_red_tesla_trap"		"Stun nearby enemies every second. Stacks number of enemies that can be affected."
"ror_itemDesc_red_tesla_trap"		"Aturde a los enemigos cercanos cada segundo. Las acumulaciones aumentan el número de enemigos que pueden verse afectados."
"[english]ror_itemDesc_red_electrified_armor"		"Taking damage activates Electric Armor for 5 seconds. Stacks cooldown reduction."
"ror_itemDesc_red_electrified_armor"		"Al recibir daño, se activa Armadura Eléctrica durante 5 segundos. Las acumulaciones reducen el tiempo de espera."
"[english]ror_itemDesc_red_mines"		"+5% CRIT chance. Burn enemies on critical hit. Burning enemies explode on death. Stacks damage."
"ror_itemDesc_red_mines"		"+5% Probabilidad de CRÍTICO. Incendia a los enemigos al golpe crítico. Las acumulaciones aumentan el daño."
"[english]ror_itemDesc_red_fist"		"All hits explode, dealing 60% TOTAL damage. Stacks range."
"ror_itemDesc_red_fist"		"Todos los golpes explotan e infligen un 60% de daño TOTAL. Las acumulaciones aumentan el alcance."
"[english]ror_itemDesc_red_grenades"		"Killing 4 enemies in 7 seconds fires a high damage grenade at the nearest enemy. Stacks damage."
"ror_itemDesc_red_grenades"		"Matar a 4 enemigos en 7 segundos dispara una granada de gran daño al enemigo más cercano. Las acumulaciones aumentan el daño."
"[english]ror_itemDesc_red_night_vision"		"Chance to reanimate killed enemies into ghost allies. Stacks ghost lifespan."
"ror_itemDesc_red_night_vision"		"Probabilidad de reanimar a enemigos asesinados y convertirlos en aliados fantasma. Las acumulaciones aumentan tiempo de vida del fantasma."
"[english]ror_itemDesc_red_smart_bomb"		"All item-spawned rockets spawn 2 more times. Stacks bonus damage to rockets."
"ror_itemDesc_red_smart_bomb"		"Todos los cohetes generados por objetos aparecen 2 veces más. Las acumulaciones aumentan el daño adicional a los cohetes."
"[english]ror_itemDesc_red_gas_grenades"		"Heal every second. Infestations are instantly cured when below 50% health. Stacks heal amount."
"ror_itemDesc_red_gas_grenades"		"Te curas cada segundo. Las infestaciones se curan al instante cuando estás por debajo del 50% de salud. Las acumulaciones aumentan la cantidad curada."
"[english]ror_itemDesc_red_blink"		"All random effects are rolled again for a favorable outcome. Stacks number of rerolls."
"ror_itemDesc_red_blink"		"Todos los efectos aleatorios se vuelven a tirar para obtener un resultado favorable. Las acumulaciones aumentan el número de tiradas."
"[english]ror_itemDesc_red_jump_jet"		"Hitting an enemy permanently increases the damage the enemy takes next time. Stacks increased damage."
"ror_itemDesc_red_jump_jet"		"Golpear a un enemigo aumenta permanentemente el daño que recibe la próxima vez. Las acumulaciones aumentan el daño aumentado."
}
}
